Title,Job Link,Job ID,Job Category ID,Company Name,Promotion Text,Location,Experience Required,Deadline,Vacancy,Age,Salary,Published,Additional Requirements,Education,Remuneration Package,Employment Status,Gender
Shift In-Charge - Production Department,https://jobs.bdjobs.com/jobdetails/?id=1392252&fcatId=19&ln=1,1392252,19,HABIB INDUSTRIES LIMITED,N/A,"Dhaka, Narayanganj",4 to 5 year(s),2 Sep2025,4,At most 45 years,Negotiable,04 Aug 2025,"Age At most 45 years; Sound knowledge of plastic injection molding, blow molding, and extrusion processes.; Sound understanding of factory utilities, automation systems, and maintenance planning.; Must have mentality for shifting duty.; Proficient in reporting, planning, and team leadership.; Strong leadership, communication, and problem-solving skills.Ability to work under pressure and manage multiple priorities.; Good communication and reporting skills in both English and Bangla.; Proficient in MS Office, ERP, and production-related software.",Diploma in Engineering in Mechanical Engineering; Diploma in Engineering in Electrical & Electronic Engineering; Diploma in Engineering in Industrial Engineering; Education can be considerable for highly experience candidate.,"Mobile bill,Over time allowance; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 2; Leave Encashment; Snacks; Night Allowance; Attendance Bonus (Conditional); Residence Facilities (Conditional)",Full Time,N/A
Assistant Manager (Rubber & Flip Flop),https://jobs.bdjobs.com/jobdetails/?id=1392760&fcatId=19&ln=1,1392760,19,Apex Footwear Limited,N/A,Kaliakair,7 to 8 year(s),3 Sep2025,1,30 to 40 years,Negotiable,04 Aug 2025,"Age 30 to 40 years; Excellent understanding of the footwear manufacturing process, materials, and technologies.; Understanding of the manufacturing processes involved in EVA Sheet/ vinaloy sheet making and how to design for efficient production.; Understanding the processes of flip-flop making, including how different formulations affect comfort, durability, and performance.; Good communication skills both verbal and written.; Strong organizational and time management skills.; Open-minded personality with a positive attitude.Ability to maintain good working relations with all fellow Team Members & cross-functional team.","Bachelor of Science (BSc) in Chemical Technical/Engineering; Bachelor of Science (BSc) in Applied Chemistry; The incumbent requires to have 4 years bachelor’s degree in chemical engineering/ applied chemistry from Public, Private or Oversees University.; PGD/Diploma degree from reputed institution on footwear manufacturing will add more value.",Compensation for the role is industry standard and negotiable; Gratuity Facility; Contributory Provident fund; Yearly Salary Review; Yearly 02 Festival Bonuses; Life Insurance (Accidental and Hospitalization); Discounts in hospitals & diagnostic centers; Pick & Drop Facility (Depends on availability); Partially Subsidized Lunch; Daycare service; Apex Family Discount on Apex products,Full Time,N/A
Production Manager,https://jobs.bdjobs.com/jobdetails/?id=1391878&fcatId=19&ln=1,1391878,19,HABIB INDUSTRIES LIMITED,N/A,"Dhaka, Narayanganj",8 to 10 year(s),1 Sep2025,2,30 to 50 years,Negotiable,04 Aug 2025,"Age 30 to 50 years; Strong knowledge in Injection & Blow Molding machine operations.; Hands-on experience in maintenance & troubleshooting.; Strong knowledge of plastic injection molding, blow molding, and extrusion processes.; Sound understanding of factory utilities, automation systems, and maintenance planning.; Proficient in reporting, planning, and team leadership.; Strong leadership, communication, and problem-solving skills.; Ability to work under pressure and manage multiple priorities.; Good communication and reporting skills in both English and Bangla.; Proficient in MS Office, ERP, and production-related software.",Diploma in Mechanical; Diploma in Electrical; Diploma in Mechanical Engineering/Electrical & Electronic Engineering/Industrial Engineering.; Education can be considerable for highly experience candidate.,"Mobile bill,Tour allowance; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 2; Snacks; Leave Encashment",Full Time,N/A
Assistant Officer/Officer- Production (Chocolate),https://jobs.bdjobs.com/jobdetails/?id=1392538&fcatId=19&ln=1,1392538,19,Olympic Industries Limited,N/A,Narayanganj,2 to 5 year(s),20 Aug2025,--,N/A,Negotiable,04 Aug 2025,"Good knowledge in Machine SOP, Quality Control, Production Operation, Trouble Shooting, Production Compliance, R&D.; Should have knowledge of Ingredients, MIxing and Blending, Frying Techniques, Seasoning Application, GMP, HACCP, ISO 22000, 5S, TQM, Lean Manufacturing, Inventory Control, Labeling and Audits and Inspections.; Skill in Production process of Chocolate production is preferable.; Ability to work collaboratively with a team environment.; Good interpersonal and communication skills.; Able to work independently and under pressure.; Should be self-driven, result oriented, hard working.; High level of professional integrity.",Bachelor of Science (BSc) in Food Engineering; Bachelor of Science (BSc) in Food Technology; Bachelor of Science (BSc) in Nutrition & Food Science; Master of Science (MSc) in Food Engineering; Master of Science (MSc) in Food Technology; Master of Science (MSc) in Nutrition & Food Science,N/A,Full Time,N/A
Machine Operator,https://jobs.bdjobs.com/jobdetails/?id=1392701&fcatId=19&ln=1,1392701,19,"Gaco, Plastics (A sister concern of Gaco Pharmaceuticals)",N/A,Dhaka,2 to 3 year(s),25 Aug2025,2,20 to 35 years,Negotiable,04 Aug 2025,Age 20 to 35 years,SSC; HSC,N/A,Full Time,Only Male
Project Manager,https://jobs.bdjobs.com/jobdetails/?id=1392446&fcatId=19&ln=1,1392446,19,MZ Media,"AtMZ Media, you will have the opportunity to learn by gaining hands on experience with international clients in a fast paced startup culture. Join a creative young team at one of Bangladesh`s leading agencies.",Kalshi,At least 1 year(s),10 Aug2025,3,20 to 33 years,Tk. 25000 - 35000 (Monthly),04 Aug 2025,Age 20 to 33 years,N/A,Lunch Facilities: Full Subsidize; Salary Review: Half Yearly; Festival Bonus: 1,Full Time,N/A
Industrial Engineering (IE) Manager,https://jobs.bdjobs.com/jobdetails/?id=1392687&fcatId=19&ln=1,1392687,19,Adzi Trims Ltd.,,Dhamrai,6 to 8 year(s),3 Sep2025,--,N/A,Negotiable,04 Aug 2025,"Minimum 6–8 years of relevant experience in a garments/accessories manufacturing company, with at least 2–3 years in a managerial role.; Strong analytical skills with experience in Lean, Kaizen, Six Sigma (preferred).; Proficient in MS Office, IE tools, and ERP systems.; Strong leadership, communication, and problem-solving skills.",Bachelor of Science (BSc) in Industrial Eng & Production; B.Sc. in Industrial & Production Engineering (IPE) from a reputed university.,"Attractive and competitive salary package.; Festival bonus, yearly increment, and other benefits as per company policy.; Opportunity to work in a professional and growth-oriented environment.",Full Time,N/A
Plant Manager/Production Manager,https://jobs.bdjobs.com/jobdetails/?id=1392631&fcatId=19&ln=1,1392631,19,"Gaco, Plastics (A sister concern of Gaco Pharmaceuticals)",N/A,Dhaka,2 to 6 year(s),25 Aug2025,1,30 to 40 years,Negotiable,04 Aug 2025,Age 30 to 40 years,HSC; Bachelor of Arts (BA); Bachelor of Science (BSc) in Industrial Engineering,Mobile bill; Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
"Senior Manager/AGM - Operation (Foy`s Lake Complex, Chattogram)",https://jobs.bdjobs.com/jobdetails/?id=1392503&fcatId=19&ln=1,1392503,19,Concord Group,"Job Location:Foy`s Lake Complex, Chattogram.",Chattogram,13 to 26 year(s),3 Sep2025,1,At least 35 years,Negotiable,04 Aug 2025,"Age At least 35 years; Ability to work under pressure.; The candidate should be efficient and independent in making correspondence both in English & Bengali.; Personal attributes should include qualities such as consistency, willingness to learn and flexibility, capacity to manage confidential information, cultural sensitivity, able to follow through with difficult issues in an open and professional manner;",Bachelor/Honors,"T/A,Mobile bill,Medical allowance,Insurance,Gratuity; Lunch Facilities: Full Subsidize; Salary Review: Yearly; Festival Bonus: 2",Full Time,Only Male
Executive / Junior Executive - Fabric Sourcing,https://jobs.bdjobs.com/jobdetails/?id=1392406&fcatId=19&ln=1,1392406,19,ZXY International,,Dhaka,At least 3 year(s),23 Aug2025,--,N/A,N/A,03 Aug 2025,"Passionate about Fabrics and Apparel Fashion with commercial awareness; Must be highly organized and pay great attention to details; Good knowledge in costing and knowing the current yarn/fabric prices in the market; Must be able to travel domestically and internationally as needed; Strong interpersonal skills, ability to interact and build relationships work as a team; Should be well-groomed, smart, and energetic; Strong presentation and delivery skills; Strong attention to detail and accuracy, aiming for perfection; Excellent written and verbal communication both in Bangla and English; Proficient with MS Office package (Especially, PowerPoint, Excel, Word, and Outlook); Should be proactive and dynamic, ability to work hard efficiently; Ability to multitask and meet deadlines in a fast paced and creative environment; At least 3 years’ experience in Fabric Sourcing and Development in a reputed buying office; A strong technical knowledge of yarns, fabrics, print processes, knit/woven construction, fabric finishes, washing techniques and an analytical understanding of color is essential; Having existing contacts and relationships with a wide range of fabric suppliers will be an added advantage; Should have basic knowledge of sustainable fashion solutions and material innovation",Bachelor of Science (BSc) in Textile Engineering; Graduate in Textile Engineering with a focus in Yarn or Fabric Manufacturing/Engineering from a well reputed institute,Attractive remuneration is being offered for the position; Group life & Hospitalization insurance; Contributory Provident Fund; Pick and Drop facility; Corporate mobile ceiling; Subsidized lunch facility at corporate Canteen; State of the art Passion Café; World class work environment,Full Time,N/A
Senior Fabric Sourcing Executive,https://jobs.bdjobs.com/jobdetails/?id=1392404&fcatId=19&ln=1,1392404,19,ZXY International,,Dhaka,At least 6 year(s),23 Aug2025,--,N/A,N/A,03 Aug 2025,"Passionate about Fabrics and Apparel Fashion with commercial awareness; Must be highly organized and pay great attention to details; Good knowledge in costing and knowing the current yarn/fabric prices in the market; Must be able to travel domestically and internationally as needed; Strong interpersonal skills, ability to interact and build relationships work as a team; Should be well-groomed, smart, and energetic; Strong presentation and delivery skills; Strong attention to detail and accuracy, aiming for perfection; Excellent written and verbal communication both in Bangla and English; Proficient with MS Office package (Especially, PowerPoint, Excel, Word, and Outlook); Should be proactive and dynamic, ability to work hard efficiently; Ability to multitask and meet deadlines in a fast paced and creative environment; At least 6 years’ experience in Fabric Sourcing and Development in a reputed buying office; A strong technical knowledge of yarns, fabrics, print processes, knit/woven construction, fabric finishes, washing techniques and an analytical understanding of color is essential; Having existing contacts and relationships with a wide range of fabric suppliers will be an added advantage; Should have basic knowledge of sustainable fashion solutions and material innovation",Bachelor of Science (BSc) in Textile Engineering; Graduate in Textile Engineering with a focus in Yarn or Fabric Manufacturing/Engineering from a well reputed institute,Attractive remuneration is being offered for the position; Group life & Hospitalization insurance; Contributory Provident Fund; Pick and Drop facility; Corporate mobile ceiling; Subsidized lunch facility at corporate Canteen; State of the art Passion Café; World class work environment,Full Time,N/A
"Boiler Operator, Rice Plant",https://jobs.bdjobs.com/jobdetails/?id=1392352&fcatId=19&ln=1,1392352,19,Advanced Chemical Industries PLC (ACI),,Naogaon,At least 4 year(s),9 Aug2025,--,At most 35 years,Negotiable,03 Aug 2025,Age At most 35 years,Diploma,N/A,Full Time,N/A
DGM - Head of Factory,https://jobs.bdjobs.com/jobdetails/?id=1391228&fcatId=19&ln=1,1391228,19,New Grameen Motors Ltd.,N/A,Gazipur,At least 10 year(s),30 Aug2025,1,At least 38 years,Negotiable,02 Aug 2025,"Age At least 38 years; 08–12 years in manufacturing (automobile or auto components), including 5+ years in a plant leadership role.; Strong leadership and problem-solving abilities; Deep knowledge of manufacturing systems (SAP, MES)Expertise in Lean, Six Sigma, and TPM; Excellent interpersonal, communication, and analytical skills; Exposure to EV or smart manufacturing (preferred); Production Output vs Target; First Pass Yield / Rejection Rate; On-time Delivery (OTD)Machine Downtime / OEE; Cost per Unit; Safety Incidents / Compliance Score; Employee Turnover / Training Hours","Bachelor/Honors; Bachelor of Science (BSc) in Mechanical Engineering; Bachelor of Science (BSc) in Industrial Engineering; Mechanical Engineering, Industrial Engineering, Automobile Engineering, or related field (MBA preferred).",Mobile bill; Lunch Facilities: Full Subsidize; Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
Officer- Production (Chanachur),https://jobs.bdjobs.com/jobdetails/?id=1391961&fcatId=19&ln=1,1391961,19,Olympic Industries Limited,N/A,Narayanganj,2 to 5 year(s),15 Aug2025,--,N/A,Negotiable,02 Aug 2025,"Good interpersonal and communication skills.; Should have knowledge of Ingredients, MIxing and Blending, Frying Techniques, Seasoning Application, GMP, HACCP, ISO 22000, , 5S, TQM, Lean Manufacturing, Inventory Control, Labeling and Auditsand Inspections.; Should have skill in Production process of Chanachur production, Machinery & Equipment knowledge, Quality Control , Trouble shooting & Production Compliance.; Ability to work collaboratively with a team environment.; Able to work independently and under pressure.; Should be self-driven, result oriented, hard working.; High level of professional integrity.",Bachelor of Science (BSc) in Food & Nutrition; Bachelor/Master in Food Enginnering/Food Technology,N/A,Full Time,N/A
Quality Control  Inspector,https://jobs.bdjobs.com/jobdetails/?id=1391895&fcatId=19&ln=1,1391895,19,Redmin Industries Limited,N/A,Narsingdi,1 to 3 year(s),1 Sep2025,1,18 to 32 years,N/A,02 Aug 2025,Age 18 to 32 years,HSC,"T/A,Tour allowance; Festival Bonus: 2",Full Time,Only Male
Officer-QC,https://jobs.bdjobs.com/jobdetails/?id=1391876&fcatId=19&ln=1,1391876,19,Redmin Industries Limited,N/A,Narsingdi,2 to 5 year(s),1 Sep2025,1,22 to 32 years,Negotiable,02 Aug 2025,Age 22 to 32 years,Bachelor of Science (BSc) in Chemistry,"T/A,Mobile bill,Tour allowance,Over time allowance",Full Time,Only Male
Assistant Manager,https://jobs.bdjobs.com/jobdetails/?id=1391085&fcatId=19&ln=1,1391085,19,Gramsieco LTD.,N/A,Chattogram,At least 5 year(s),15 Aug2025,--,N/A,Negotiable,02 Aug 2025,"Knowledge in G - 2- G International Tender; Good knowledge of international trade, customs processes, and shipping regulations.; Strong leadership, communication, and problem-solving skills.; 5+ years of experience in freight forwarding/logistics management.",Bachelor/Honors; Masters; Graduate/Post graduate (preferably in Business discipline).,,Full Time,N/A
Asst. Officer / Officer - Internal Audit (Production & MCD-Supply Chain),https://jobs.bdjobs.com/jobdetails/?id=1390639&fcatId=19&ln=1,1390639,19,Rocky Group,N/A,Narayanganj,At least 3 year(s),30 Aug2025,4,N/A,Negotiable,31 Jul 2025,"Minimum Three (3) Years Practical Experience in Knit and Woven Dyeing-Printing Field as Process Audit / Production / Planning / Quality Officer from Reputed Organizations.; Adequate knowledge on MS Office package especially in Advanced MS Excel.; Knowledge Required in Industrial ERP, E-mail and Internet; Must be Honest, Polite, Sincere, Pro-active, Self-motivated, Energetic, Hard Working and Non-Smoker.; Must Be RemainIMPACTValues- Integrity, Mutual Trust, Passion for Excellence, Agility, Customer Focus, Teamwork & Cooperation.",Positions Required Must Have B.Sc. / M.Sc. in Textiles – Wet Process (for Fabrics Dyeing-Finishing & Printing Process follow-up) or Related Areas with good Academic record from Reputed Universities.,Mobile bill; Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
Assistant Manager (Production),https://jobs.bdjobs.com/jobdetails/?id=1391074&fcatId=19&ln=1,1391074,19,A Reputed Packaging Manufacturing Industry,N/A,Barishal Sadar,5 to 7 year(s),29 Aug2025,1,33 to 43 years,Negotiable,31 Jul 2025,"Age 33 to 43 years; Will competency in data management, data sorting, and analysis.; Minimum 05 years of experience in the relevant field is preferable.; Proficiency in Advanced Excel and PowerPoint and ERP software (SAP); Strong Analytical skills, Communication Skills, leadership capability & Proactiveness; Mould Maintenance skills",Bachelor of Science (BSc) in Electrical & Electronic Engineering; Bachelor of Science (BSc) in Mechanical Engineering,"Provident fund,Gratuity,Mobile bill,Performance bonus,Tour allowance; Salary Review: Yearly; Festival Bonus: 2",Full Time,Only Male
Bakery Manager : Quality Control Specialist,https://jobs.bdjobs.com/jobdetails/?id=1391492&fcatId=19&ln=1,1391492,19,North End (Pvt.) Ltd.,N/A,Tejgaon Industrial Area,At least 2 year(s),14 Aug2025,1,N/A,N/A,31 Jul 2025,Proven experience in quality control or food safety roles.; Should be able to work under pressure and meet deadlines.; Experienced in using any software.; Good communication skill in both Bangla and English language.,"Bachelor/Honors; Bachelor of Science (BSc) in Food Science & Technology; Any degree in food science, Bakery & Confectionery are preferable.",Fantastic opportunity to develop a career in food and bakery industries.; Great benefits on top of an industry-competitive salary.; Reasonable hours that support work-life balance.,Full Time,N/A
Production Technologist,https://jobs.bdjobs.com/jobdetails/?id=1391463&fcatId=19&ln=1,1391463,19,Tex International ltd,N/A,Uttara,At least 15 year(s),30 Aug2025,--,35 to 48 years,N/A,31 Jul 2025,"Age 35 to 48 years; At least 15 year(s) of work experience in garment manufacturing.; Analytical and problem-solving mindset.; Adherence to the company’s code of conduct, especially on integrity and confidentiality.; Strong technical knowledge of pattern and garment construction techniques; Sound knowledge of SOPs for garment making Ability to meet strict deadlines and to handle multiple tasks with shifting priorities.",Bachelor of Science (BSc) in Textile Engineering,"Mobile bill,Insurance; Festival Bonus: 2",Full Time,N/A
Sr. Officer/ Executive (PD & QC),https://jobs.bdjobs.com/jobdetails/?id=1391450&fcatId=19&ln=1,1391450,19,TWOSUNS Bangladesh Limited,N/A,Gazipur Sadar,3 to 5 year(s),30 Aug2025,1,25 to 35 years,Negotiable,31 Jul 2025,"Age 25 to 35 years; Strong knowledge of QC processes, lab testing, and buyer quality standards.; Good communication skills in English & Bengali.; Proficiency in MS Office (Excel, Word, PowerPoint).; Ability to work under pressure and within deadlines.",Bachelor/Honors; Preferably in Textile Engineering/Industrial Engineering.; Candidates with specialised training in Product Development & Quality Control will be preferred.,"Mobile bill,Insurance; Lunch Facilities: Full Subsidize; Salary Review: Yearly; Festival Bonus: 2; Other benefits as per company policy.",Full Time,Only Male
Executive - Chemical Process,https://jobs.bdjobs.com/jobdetails/?id=1391364&fcatId=19&ln=1,1391364,19,Islam Garmments Ltd. (Unit-2),N/A,Gazipur,3 to 4 year(s),30 Aug2025,1,25 to 35 years,Negotiable,31 Jul 2025,"Age 25 to 35 years; Ability to work under pressure and should be smart and energetic to manage any situation.; Have to be smart, energetic and dynamic; Good command in both written and spoken EnglishTeam leading capabilities.; Must have good knowledge about Local International Environmental Law & conservation, chemical compliance, GOTS, OCS, RCS, Oekotex certification.; Sound knowledge on Bond guideline.; Computer Skill (MS Word, Excel, Power point, E-mail browsing etc.)",Bachelor of Science (BSc) in Textile Engineering,Festival Bonus: 2,Full Time,N/A
"Executive, Chemist (Power Plant)",https://jobs.bdjobs.com/jobdetails/?id=1391302&fcatId=19&ln=1,1391302,19,Confidence Power Holdings Limited (Concern of Confidence Group),N/A,Rangpur,At least 4 year(s),9 Aug2025,--,N/A,Negotiable,31 Jul 2025,"Experience in chemical engineering, power generation, and plant construction monitoring is preferred.; Previous ecperience as Chemist in a Power Plant will get preference.; Strong interpersonal, analytical, and documentation skills.; Ability to manage multiple tasks under pressure with accuracy.",Bachelor of Science (BSc) in Applied Chemistry,"Mobile bill,Tour allowance,Provident fund,Insurance,Gratuity; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 2; Leave Fare Assistance; Pick-up and drop-off services; Earned Leave Encashment; Professional Development:Dynamic work environment, professional growth opportunities and a chance to be part of a team dedicated to excellence.; Supportive and Learning-Based Work Environment:A positive and inclusive workplace culture that promotes collaboration and innovation.; We promote competitive salary, female friendly workplace, outstanding co-workers (who are respectful, professional, unbiased and easy to work with); equal opportunity that mean equal access to promotion, leadership role or incentive program.",Full Time,N/A
Laundry Attendant/Laundry Operator,https://jobs.bdjobs.com/jobdetails/?id=1390813&fcatId=19&ln=1,1390813,19,Unico Hospitals PLC,,Anywhere in Bangladesh,2 to 3 year(s),15 Aug2025,--,N/A,N/A,31 Jul 2025,"Minimum 2-3 years of practical experience relevant background.; Candidates having experience in an internationally accredited hospital (JCI/NABH/ACHSI, CAP, etc.) are highly encouraged to apply.",8 Pass; Minimum eight passes. Vocational training in laundry operations or housekeeping will be preferred.,Competitive Salary Structure; Provident Fund; Gratuity; Earn Leave Encashment; 2 Festival Bonus; Yearly Salary Review,Full Time,N/A
Disease Prevention Analyst/ Organic Treatment and Food Management Officer (Food Nutritionist),https://jobs.bdjobs.com/jobdetails/?id=1391254&fcatId=19&ln=1,1391254,19,Reazaur Rahman & Associates,N/A,Dhaka,Na,30 Aug2025,2,18 to 28 years,Tk. 16500 - 16500 (Monthly),31 Jul 2025,Age 18 to 28 years,Bachelor of Public Health; Diploma in Health Technology and Services,N/A,Full Time,Only Female
Chief Operating Officer (COO) - Head of Production Operations,https://jobs.bdjobs.com/jobdetails/?id=1391052&fcatId=19&ln=1,1391052,19,Bengal Hurricane Group,N/A,"Gazipur, Sreepur",18 to 25 year(s),15 Aug2025,1,N/A,Negotiable,30 Jul 2025,"Postgraduate degrees (MBA, PGD) will be considered an added advantage.; Experience in Knit Production Management must.; Minimum 5 years in a senior leadership role (GM/COO level) in factory operations.",Bachelor of Science (BSc) in Industrial Eng & Production; Bachelor of Science (BSc) in Textile Engineering; Bachelor/Honors,N/A,Full Time,N/A
Management Trainee / Executive (Merchandiser) Woven - Shirts Division,https://jobs.bdjobs.com/jobdetails/?id=1391149&fcatId=19&ln=1,1391149,19,Shanin Group,N/A,Dhaka,2 to 3 year(s),29 Aug2025,--,25 to 30 years,Negotiable,30 Jul 2025,"Age 25 to 30 years; The Applicant should have a minimum of 2/3 years’ experience in Merchandising in garments Industry/Buying House.; Fresher also eligible to apply for the post.; Must have experience in woven items (Specially Shirts).; Strong oral and written communication skills in English.; Computer skills in MS Office, MS Excel and Internet.",Bachelor of Science (BSc); BSc in Textile Technology or Merchandising/Bachelor’s in Fashion Technology.; Preferred Professional Certification: Having Profession Certification will be added extra advantage.,"Salary:Salary is negotiable considering the candidate`s skills, experiences.; Festival Bonus: 2; As Per Company Policy.",Full Time,Only Male
"Manager / Assistant Manager, International BPO Operations",https://jobs.bdjobs.com/jobdetails/?id=1391026&fcatId=19&ln=1,1391026,19,Rise Up Labs,N/A,Uttara,5 to 10 year(s),29 Aug2025,2,25 to 50 years,Negotiable,30 Jul 2025,"Age 25 to 50 years; Minimum of 3-5 years of experience in a BPO center environment.; Fluent in English; Proven experience in inbound, outbound, and digital service operations.; Strong leadership and team management skills.; Excellent verbal and written communication skills.; Proficient in using call center software and CRM systems.; Experience in using vici Dialer/ Amazon Dialer; Ability to analyze data and make informed decisions.; Strong problem-solving and process development skills and ability to handle high-pressure situations.","Bachelor of Business Administration (BBA); Bachelor’s degree in business administration, Communications, or a related field.",,Full Time,N/A
Tin Printing Officer,https://jobs.bdjobs.com/jobdetails/?id=1391064&fcatId=19&ln=1,1391064,19,A Reputed Tin & Plastic Container Manufacturing Company,N/A,Gazipur,2 to 4 year(s),29 Aug2025,--,N/A,N/A,30 Jul 2025,2–4 years’ experience in tinplate or metal sheet printing.; Familiar with offset printing machines and UV curing systems.; Basic knowledge of color theory and ink handling.; Skills Required:; Attention to detail and color accuracy; Machine handling and process knowledge; Quality and safety awareness; Problem-solving under pressure,Diploma; Diploma in Printing Technology or equivalent experience.,N/A,Full Time,N/A
"Executive - Sewing, Operation (Narayanganj Factory)",https://jobs.bdjobs.com/jobdetails/?id=1391031&fcatId=19&ln=1,1391031,19,Epyllion Group,N/A,Narayanganj,At least 4 year(s),29 Aug2025,2,At least 26 years,Negotiable,30 Jul 2025,Age At least 26 years; Excellent communication (written/verbal) & presentation skills.; Strong analytical & leadership ability and work as a strategic thinker.; Positive work ethics and result oriented for assigned responsibilities.; Self-driven to work under pressure and self-motivated to take new initiatives.; Ability to maintain good interpersonal relationships and good team work.,Bachelor of Science (BSc) in Textile Engineering; Minimum Graduate from Textile Engineering or Industrial Engineering & Production stream.,"Mobile bill,Gratuity,Insurance; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 2",Full Time,N/A
"Sr./Executive, Product Development - Hygiene Products",https://jobs.bdjobs.com/jobdetails/?id=1390900&fcatId=19&ln=1,1390900,19,Advanced Chemical Industries PLC (ACI),N/A,Dhaka,At least 2 year(s),10 Aug2025,--,N/A,Negotiable,30 Jul 2025,N/A,Bachelor of Science (BSc) in Applied Chemistry; Bachelor of Science (BSc) in Chemistry; Bachelor of Science (BSc) in Pharmacy,N/A,Full Time,N/A
"Manager/Deputy Manager, QC",https://jobs.bdjobs.com/jobdetails/?id=1390850&fcatId=19&ln=1,1390850,19,Advanced Chemical Industries PLC (ACI),N/A,Sirajganj,At least 6 year(s),15 Aug2025,1,At most 42 years,Negotiable,29 Jul 2025,Age At most 42 years,Bachelor of Science (BSc) in Food Science & Technology; Bachelor of Science (BSc) in Chemistry; Bachelor of Science (BSc) in Microbiology,N/A,Full Time,N/A
বয়লার অপারেটর (Boiler Operator),https://jobs.bdjobs.com/jobdetails/?id=1390839&fcatId=19&ln=1,1390839,19,Bangladesh Edible Oil Limited,N/A,Anywhere in Bangladesh,5 to 8 year(s),10 Aug2025,--,At most 35 years,N/A,29 Jul 2025,Age At most 35 years; ন্যূনতম ৫-৮ বছর প্রাসঙ্গিক কাজের অভিজ্ঞতা থাকতে হবে; বয়লার অপারেশন সংক্রান্ত প্রথম শ্রেণির সনদপত্র থাকতে হবে (প্রযোজ্য ক্ষেত্রে); গ্যাস চালিত বয়লার পরিচালনায় অভিজ্ঞ প্রার্থীদের অগ্রাধিকার দেওয়া হবে,HSC; Diploma; এইচএসসি / ডিপ্লোমা / ভোকেশনাল ট্রেড কোর্স সম্পন্ন,N/A,Full Time,N/A
Lab Operator - Feed Mill,https://jobs.bdjobs.com/jobdetails/?id=1390384&fcatId=19&ln=1,1390384,19,VIP Shahadat Group,N/A,Rangpur Sadar,At least 2 year(s),11 Aug2025,1,N/A,Negotiable,29 Jul 2025,N/A,N/A,N/A,Full Time,N/A
Commercial Associate,https://jobs.bdjobs.com/jobdetails/?id=1390712&fcatId=19&ln=1,1390712,19,Nippon Paint (BD) Pvt. Ltd.,N/A,Anywhere in Bangladesh,Na,15 Aug2025,--,23 to 28 years,Tk. 35000 - 45000 (Monthly),29 Jul 2025,Age 23 to 28 years,Bachelor of Business Administration (BBA) in Marketing; Bachelor of Science (BSc) in Chemical Technical/Engineering; Bachelor of Science (BSc) in Chemistry; Bachelor of Science (BSc) in Architecture; Bachelor of Arts (BA) in Fine Arts,"T/A,Mobile bill,Provident fund,Profit share,Insurance,Gratuity; Salary Review: Yearly",Full Time,N/A
Officer (QC/ Lab) for Feed Mills,https://jobs.bdjobs.com/jobdetails/?id=1390809&fcatId=19&ln=1,1390809,19,Paragon Group,N/A,"Gazipur, Sherpur",4 to 8 year(s),22 Aug2025,6,28 to 35 years,Negotiable,29 Jul 2025,"Age 28 to 35 years; Should have good knowledge in computer use.; Honest, energetic and polite in manner with good personality.; Must have required knowledge and experience in QC and Lab.",Master of Science (MSc) in Chemistry; Bachelor of Science (BSc) in Applied Chemistry; Bachelor of Science (BSc) in Chemistry; Master of Science (MSc) in Biochemistry; Master of Science (MSc) in Applied Chemistry; Bachelor of Science (BSc) in Biochemistry; M.Sc/ B.Sc (Chemistry/ Applied Chemistry/ Bio Chemistry).,"Mobile bill,Gratuity; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 3",Full Time,N/A
